patent_number,patent_title,patent_date,inventor_city,inventor_country,inventor_first_name,inventor_first_seen_date,inventor_id,inventor_last_name,inventor_last_seen_date,inventor_lastknown_city,inventor_lastknown_country,inventor_sequence,inventor_state,inventor_state_fips,inventor_total_num_patents
10247435,Real-time control of highly variable thermal loads,2019-04-02,Guadalajara,MX,Charles E.,2019-04-02,fl:ch_ln:lambertgrossi-1,Lambert Grossi,2020-01-28,Guadalajara,MX,0,,,2
10247435,Real-time control of highly variable thermal loads,2019-04-02,Zapopan,MX,Karla,2019-04-02,fl:ka_ln:maganarenoud-1,Magaña Renoud,2020-01-28,Zapopan,MX,1,,,2
10247435,Real-time control of highly variable thermal loads,2019-04-02,San José Iturbide,MX,Salvador Antonio,2019-04-02,fl:sa_ln:rodriguezgarcia-1,Rodriguez Garcia,2020-01-28,San José Iturbide,MX,3,,,2
10247435,Real-time control of highly variable thermal loads,2019-04-02,Zapopan,MX,Ana Maria,2019-04-02,fl:an_ln:najarpetersen-1,Najar Petersen,2020-01-28,Zapopan,MX,2,,,2
10249165,Child safety boundary alarm system,2019-04-02,Las Jarretaderas,MX,Chad,2019-04-02,ecmfczijizurc8oomi6oh0ttn,Doetzel,2019-04-02,Las Jarretaderas,MX,0,,,1
10249924,Compact via structures and method of making same,2019-04-02,Guadalajara,MX,Jose Diego,2019-04-02,fl:jo_ln:guillengonzalez-1,Guillen Gonzalez,2019-04-02,Guadalajara,MX,3,,,1
10249924,Compact via structures and method of making same,2019-04-02,University Place,US,Kai,2009-07-28,fl:ka_ln:xiao-5,Xiao,2024-02-27,San Jose,US,0,WA,53,99
10249924,Compact via structures and method of making same,2019-04-02,Zapopan,MX,Raul,2015-08-18,fl:ra_ln:enriquezshibayama-2,Enriquez Shibayama,2020-10-20,Zapopan,MX,1,,,8
10249924,Compact via structures and method of making same,2019-04-02,Mountain View,US,Beom-Taek,2009-01-06,fl:be_ln:lee-23,Lee,2022-01-25,Beaverton,US,4,CA,06,16
10249924,Compact via structures and method of making same,2019-04-02,Olympia,US,Gong,2016-04-19,fl:go_ln:ouyang-1,Ouyang,2024-02-13,Olympia,US,2,WA,53,12
10251279,Printed circuit board mounting with tabs,2019-04-02,El Control,MX,Luis,2001-01-09,fl:lu_ln:diaz-3,Diaz,2019-04-02,El Control,MX,0,,,2
10251279,Printed circuit board mounting with tabs,2019-04-02,McDonough,US,Matthew Scott,2013-05-07,fl:ma_ln:hoch-1,Hoch,2023-08-22,McDonough,US,2,GA,13,16
10251279,Printed circuit board mounting with tabs,2019-04-02,Atlanta,US,Aaron,2017-10-03,fl:aa_ln:feldman-2,Feldman,2021-01-05,Berkeley,US,1,GA,13,16
10251279,Printed circuit board mounting with tabs,2019-04-02,Smyrna,US,Eric O.,2019-04-02,fl:er_ln:rodriguez-6,Rodriguez,2021-08-24,Decatur,US,3,GA,13,3
10251362,Maize inbred PH2T4K,2019-04-09,Campeche,MX,Stephan,2015-11-24,fl:st_ln:ronicke-1,Ronicke,2020-07-21,Chiapa de Corzo,MX,0,,,5
10251794,Bag for packing disposable hygiene items,2019-04-09,Puebla,MX,Carlos,2012-02-28,fl:ca_ln:canalesespinosadelosmonteros-1,Canales Espinosa de los Monteros,2019-04-09,Puebla,MX,0,,,2
10251794,Bag for packing disposable hygiene items,2019-04-09,Puebla,MX,Lucia del Carmen,2018-01-23,fl:lu_ln:sanchezfernandez-2,Sanchez Fernandez,2021-10-05,Puebla,MX,1,,,3
10252602,Mechanism for sun visor extension,2019-04-09,Mexico City,MX,Eduardo Arturo,2018-07-24,fl:ed_ln:aguilarruelas-1,Aguilar Ruelas,2021-08-24,Mexico City,MX,1,,,12
10252602,Mechanism for sun visor extension,2019-04-09,Cuautitlán Izcalli,MX,Hector Alberto,2018-07-24,fl:he_ln:mendozasaldivar-1,Mendoza Saldivar,2021-08-10,Cuautitlán Izcalli,MX,0,,,5
10252632,System for supplying and exchanging a battery bank in an electric vehicle for commercial use,2019-04-09,Villa de Cos,MX,Carlos,2019-04-09,fl:ca_ln:navaortiz-1,Nava Ortiz,2019-04-09,Villa de Cos,MX,6,,,1
10252632,System for supplying and exchanging a battery bank in an electric vehicle for commercial use,2019-04-09,Villa de Cos,MX,Arturo,2019-04-09,fl:ar_ln:martinezdorantes-1,Martinez Dorantes,2019-04-09,Villa de Cos,MX,4,,,1
10252632,System for supplying and exchanging a battery bank in an electric vehicle for commercial use,2019-04-09,Villa de Cos,MX,Leonardo Daniel,2019-04-09,fl:le_ln:orteganolasco-1,Ortega Nolasco,2019-04-09,Villa de Cos,MX,3,,,1
10252632,System for supplying and exchanging a battery bank in an electric vehicle for commercial use,2019-04-09,Villa de Cos,MX,Hugo,2019-04-09,fl:hu_ln:pichardoanaya-1,Pichardo Anaya,2019-04-09,Villa de Cos,MX,1,,,1
10252632,System for supplying and exchanging a battery bank in an electric vehicle for commercial use,2019-04-09,Villa de Cos,MX,Jorge Alejandro,2019-04-09,fl:jo_ln:garciamendez-1,Garcia Mendez,2019-04-09,Villa de Cos,MX,5,,,1
10252632,System for supplying and exchanging a battery bank in an electric vehicle for commercial use,2019-04-09,Villa de Cos,MX,Jose De Jesus,2019-04-09,fl:jo_ln:hernandezjimenez-1,Hernandez Jimenez,2019-04-09,Villa de Cos,MX,2,,,1
10252632,System for supplying and exchanging a battery bank in an electric vehicle for commercial use,2019-04-09,Villa de Cos,MX,Luis Angel,2019-04-09,fl:lu_ln:hernandezlopez-1,Hernandez Lopez,2019-04-09,Villa de Cos,MX,0,,,1
10252685,Optimized powertrain control module bracket,2019-04-09,Mexico City,MX,Kristian Ulyses Flores,2019-04-09,fl:kr_ln:avina-1,Avina,2019-04-09,Mexico City,MX,1,,,1
10252685,Optimized powertrain control module bracket,2019-04-09,Mexico City,MX,Daniel Ortiz,2019-04-09,fl:da_ln:garcia-21,Garcia,2019-04-09,Mexico City,MX,0,,,1
10252685,Optimized powertrain control module bracket,2019-04-09,Mexico City,MX,Everardo Sanchez,2019-04-09,fl:ev_ln:nunez-1,Nunez,2019-04-09,Mexico City,MX,2,,,1
10252685,Optimized powertrain control module bracket,2019-04-09,Mexico City,MX,Francisco Gomez,2019-04-09,fl:fr_ln:mata-1,Mata,2019-04-09,Mexico City,MX,3,,,1
10252685,Optimized powertrain control module bracket,2019-04-09,Mexico City,MX,Ibrahim Chong,2019-04-09,fl:ib_ln:reyes-1,Reyes,2019-04-09,Mexico City,MX,4,,,1
10253441,Laundry appliance door assembly,2019-04-09,Stevensville,US,SCOTT T.,2016-07-19,fl:sc_ln:thalls-1,THALLS,2021-09-14,Stevensville,US,5,MI,26,7
10253441,Laundry appliance door assembly,2019-04-09,Grand Rapids,US,Ndjeka K.,2018-08-28,fl:nd_ln:luhahi-1,Luhahi,2021-11-02,Grand Rapids,US,3,MI,26,7
10253441,Laundry appliance door assembly,2019-04-09,Pune,IN,YOGESH DHANABALAN,2018-08-28,fl:yo_ln:chandrasekaran-1,CHANDRASEKARAN,2021-09-14,Pune,IN,1,,,3
10253441,Laundry appliance door assembly,2019-04-09,Khandwa,IN,Prabhjee,2018-08-28,fl:pr_ln:anand-2,Anand,2024-03-05,Khandwa,IN,0,,,7
10253441,Laundry appliance door assembly,2019-04-09,Hartford,US,Timothy E.,2001-03-13,fl:ti_ln:heater-1,Heater,2024-03-05,Hartford,US,2,MI,26,21
10253441,Laundry appliance door assembly,2019-04-09,Monterrey,MX,Jose Aldo,2018-08-28,fl:jo_ln:ramirez-14,Ramirez,2022-07-19,Monterrey,MX,4,,,7
10254494,Armored optical fiber cable,2019-04-09,Reynosa,MX,Mario Sergio,2015-09-22,fl:ma_ln:sandateaguilar-1,Sandate Aguilar,2019-04-09,Reynosa,MX,2,,,3
10254494,Armored optical fiber cable,2019-04-09,Hickory,US,Warren Welborn,1991-11-26,fl:wa_ln:mcalpine-1,McAlpine,2024-01-23,Hickory,US,3,NC,37,71
10254494,Armored optical fiber cable,2019-04-09,Hickory,US,Julian Latelle,2008-07-08,fl:ju_ln:greenwood-2,"Greenwood, III",2024-01-02,Hickory,US,1,NC,37,55
10254494,Armored optical fiber cable,2019-04-09,Conover,US,Michael John,2001-07-03,fl:mi_ln:gimblet-1,Gimblet,2023-11-21,Conover,US,0,NC,37,64
10254564,Contact lens use in the treatment of an ophthalmologic condition,2019-04-09,Villa de Cos,MX,Alberto,2015-07-21,fl:al_ln:osiohernandezpons-1,Osio Hernandez-Pons,2021-04-06,Mexico City,MX,1,,,3
10254564,Contact lens use in the treatment of an ophthalmologic condition,2019-04-09,Peoria,US,John Michael,2015-07-21,fl:jo_ln:rinehart-1,Rinehart,2021-04-06,Peoria,US,2,AZ,04,3
10254564,Contact lens use in the treatment of an ophthalmologic condition,2019-04-09,Los Angeles,US,Stuart C.,2015-07-21,fl:st_ln:grant-15,Grant,2021-04-06,Los Angeles,US,0,CA,06,3
10255251,System and method for providing and interacting with coordinated presentations,2019-04-09,New York,US,Edo,2004-09-28,fl:ed_ln:segal-3,Segal,2023-05-23,Even Yehuda,IL,0,NY,36,40
10255251,System and method for providing and interacting with coordinated presentations,2019-04-09,Oneonta,US,Charles,1979-04-24,fl:ch_ln:miller-86,Miller,2019-04-09,Oneonta,US,2,NY,36,18
10255251,System and method for providing and interacting with coordinated presentations,2019-04-09,Puebla,MX,Daniel,2017-05-23,fl:da_ln:guerrero-1,Guerrero,2019-04-09,Puebla,MX,1,,,2
10255251,System and method for providing and interacting with coordinated presentations,2019-04-09,Oneonta,US,Mark,2019-04-09,4oxx8gbvkp2rmlpzee95xkgko,Piesanen,2019-04-09,Oneonta,US,3,NY,36,1
10255513,Systems and methods for recognition of unreadable characters on printed circuit boards,2019-04-09,Mexicali,MX,Carlos Fabian,2016-05-31,fl:ca_ln:nava-1,NAVA,2023-05-30,Metepec,MX,0,,,7
10256013,Passive arc control with sequestered phases in a vertical bus system of a motor control center,2019-04-09,Guadalupe,MX,German,2016-02-02,fl:ge_ln:romerolegorreta-1,Romero Legorreta,2019-04-09,Guadalupe,MX,0,,,4
10256013,Passive arc control with sequestered phases in a vertical bus system of a motor control center,2019-04-09,Murfreesboro,US,Walter J.,2016-02-02,fl:wa_ln:richards-7,Richards,2019-04-09,Murfreesboro,US,2,TN,47,5
10256013,Passive arc control with sequestered phases in a vertical bus system of a motor control center,2019-04-09,Marion,US,Tim,2001-05-29,fl:ti_ln:faber-2,Faber,2019-04-09,Marion,US,1,IA,19,5
10257673,Messaging system using enterprise numbers,2019-04-09,South Riding,US,Steven,2017-12-26,fl:st_ln:garcia-9,Garcia,2022-12-06,South Riding,US,1,VA,51,8
10257673,Messaging system using enterprise numbers,2019-04-09,Reston,US,Fernando,2018-02-13,fl:fe_ln:nakano-1,Nakano,2022-12-06,Reston,US,4,VA,51,7
10257673,Messaging system using enterprise numbers,2019-04-09,Mexico City,MX,Luis,2019-04-09,fl:lu_ln:martinez-15,Martinez,2020-03-03,Irvine,US,5,,,5
10257673,Messaging system using enterprise numbers,2019-04-09,Bengaluru,IN,Bhomik,2019-04-09,fl:bh_ln:pande-2,Pande,2022-05-17,Lucknow,IN,6,,,5
10257673,Messaging system using enterprise numbers,2019-04-09,Ballston Spa,US,Michael,1989-06-13,fl:mi_ln:smith-35,Smith,2023-11-28,Keller,US,0,NY,36,15
10257673,Messaging system using enterprise numbers,2019-04-09,San Ramon,US,Vaibhav,2017-12-26,fl:va_ln:vohra-1,Vohra,2022-05-17,San Ramon,US,2,CA,06,6
10257673,Messaging system using enterprise numbers,2019-04-09,San Ramon,US,Rohit,2014-09-16,fl:ro_ln:tripathi-1,Tripathi,2024-01-09,San Diego,US,3,CA,06,10
10258973,Low phosphorus chabazites,2019-04-16,Colima,MX,Robert Peter,2016-02-09,fl:ro_ln:hodgkins-1,Hodgkins,2024-03-19,Dhahran,SA,6,,,84
10258973,Low phosphorus chabazites,2019-04-16,Reading,GB,Jillian Elaine,2011-07-26,fl:ji_ln:collier-1,Collier,2023-12-26,Reading,GB,3,,,23
10258973,Low phosphorus chabazites,2019-04-16,Billingham,GB,John L.,1985-07-09,fl:jo_ln:casci-2,Casci,2023-04-25,Billingham,GB,0,,,41
10258973,Low phosphorus chabazites,2019-04-16,Reading,GB,Raj Rao,1996-01-02,fl:ra_ln:rajaram-1,Rajaram,2022-10-25,Reading,GB,4,,,59
10258973,Low phosphorus chabazites,2019-04-16,Wayne,US,Joseph Michael,2011-08-16,fl:jo_ln:fedeyko-1,Fedeyko,2024-01-02,Wayne,US,2,PA,42,66
10258973,Low phosphorus chabazites,2019-04-16,Reading,GB,David,1994-05-31,fl:da_ln:thompsett-1,Thompsett,2023-04-04,Reading,GB,5,,,32
10258973,Low phosphorus chabazites,2019-04-16,Wayne,US,Hai-Ying,2011-08-16,fl:ha_ln:chen-325,Chen,2024-01-02,Wayne,US,1,PA,42,83
10259403,Collapsible sound insulator for a pressure relief valve that relieves pressure in a cabin of a vehicle,2019-04-16,Metepec,MX,Alberto,2019-04-16,fl:al_ln:marquezguadarrama-1,Marquez Guadarrama,2019-04-16,Metepec,MX,2,,,1
10259403,Collapsible sound insulator for a pressure relief valve that relieves pressure in a cabin of a vehicle,2019-04-16,Santiago Yancuitlalpan,MX,Felipe Guillermo,2019-04-16,fl:fe_ln:salazarprieto-1,Salazar Prieto,2019-04-16,Santiago Yancuitlalpan,MX,0,,,1
10259403,Collapsible sound insulator for a pressure relief valve that relieves pressure in a cabin of a vehicle,2019-04-16,Tultitlán,MX,Juan Carlos,2019-04-16,fl:ju_ln:lozanoamaro-1,Lozano Amaro,2019-04-16,Tultitlán,MX,1,,,1
10259743,Coating with solar control properties for a glass substrate,2019-04-16,Monterrey,MX,José Guadalupe,2000-06-27,fl:jo_ln:cidaguilar-2,Cid-Aguilar,2022-04-05,El Control,MX,1,,,11
10259743,Coating with solar control properties for a glass substrate,2019-04-16,Monterrey,MX,Arturo Si Ming,2019-04-16,fl:ar_ln:lamshingtai-1,Lamshing-Tai,2019-04-16,Monterrey,MX,2,,,1
10259743,Coating with solar control properties for a glass substrate,2019-04-16,Villa de Cos,MX,Edgar,2019-04-16,fl:ed_ln:valverdechong-1,Valverde-Chong,2022-11-01,Mexicali,MX,3,,,2
10259743,Coating with solar control properties for a glass substrate,2019-04-16,Apodaca,MX,José Luis,2017-05-16,fl:jo_ln:tavarescortes-1,Tavares-Cortés,2019-04-16,Apodaca,MX,0,,,2
10259743,Coating with solar control properties for a glass substrate,2019-04-16,Monterrey,MX,Jorge,2008-05-27,fl:jo_ln:sanchezgonzalez-1,Sanchez-Gonzalez,2022-11-01,Monterrey,MX,4,,,5
10260099,Compositions and methods for diagnosis and treatment of epilepsy,2019-04-16,Saitama,JP,Toshimitsu,1987-04-28,fl:to_ln:suzuki-15,Suzuki,2024-03-19,Saitama,JP,2,,,15
10260099,Compositions and methods for diagnosis and treatment of epilepsy,2019-04-16,Malibu,US,Antonio V.,2004-11-30,fl:an_ln:delgadoescueta-1,Delgado-Escueta,2024-03-19,Malibu,US,0,CA,06,9
10260099,Compositions and methods for diagnosis and treatment of epilepsy,2019-04-16,Tegucigalpa,HN,Marco Tulio,2010-11-09,fl:ma_ln:medinahernandez-1,Medina-Hernandez,2024-03-19,Tegucigalpa,HN,3,,,5
10260099,Compositions and methods for diagnosis and treatment of epilepsy,2019-04-16,Acapulco,MX,Maria Elisa Alonso,2010-11-09,fl:ma_ln:vilatela-1,Vilatela,2024-03-19,Colonia Alborada,MX,4,,,5
10260099,Compositions and methods for diagnosis and treatment of epilepsy,2019-04-16,Saitama,JP,Kazuhiro,1998-06-30,fl:ka_ln:yamakawa-6,Yamakawa,2024-03-19,Saitama,JP,1,,,13
10260551,Self-actuating lock nut and assemblies,2019-04-16,Zapopan,MX,Albert,1997-10-28,fl:al_ln:aguilar-8,Aguilar,2020-06-02,Zapopan,MX,0,,,5
10262546,Aircraft navigation using exponential map,2019-04-16,Querétaro,MX,Juan Jose,2019-04-16,fl:ju_ln:cabello-3,Cabello,2019-04-16,Querétaro,MX,0,,,1
10262561,Self laminating labels,2019-04-16,Tecate Mission Road,US,Stephen,1984-03-13,fl:st_ln:li-3,Li,2021-12-14,Tecate Mission Road,US,0,CA,06,47
10262561,Self laminating labels,2019-04-16,Mission Viejo,US,Jay,1994-06-07,fl:ja_ln:sato-1,Sato,2024-03-26,Mission Viejo,US,4,CA,06,57
10262561,Self laminating labels,2019-04-16,Chino Hills,US,Sriram,1999-06-15,fl:sr_ln:venkatasanthanam-1,Venkatasanthanam,2024-02-27,Chino Hills,US,6,CA,06,37
10262561,Self laminating labels,2019-04-16,Yorba Linda,US,Joshua,2015-11-17,fl:jo_ln:petrie-7,Petrie,2024-02-27,Yorba Linda,US,3,CA,06,7
10262561,Self laminating labels,2019-04-16,Tijuana,MX,Alejandro Gerardo,2015-10-13,fl:al_ln:veynahernandez-1,Veyna Hernandez,2019-04-16,Tijuana,MX,1,,,6
10262561,Self laminating labels,2019-04-16,Eastvale,US,Anahit,1992-08-04,fl:an_ln:tataryan-1,Tataryan,2023-03-21,Eastvale,US,2,CA,06,21
10262561,Self laminating labels,2019-04-16,Temple City,US,Le-Hoa,2001-04-10,fl:le_ln:hong-6,Hong,2023-06-27,Brea,US,5,CA,06,29
10262785,Press-clamp with clamping force sensor for electric transformer winding,2019-04-16,Guadalupe,MX,Gerardo,2019-04-16,fl:ge_ln:tameztorres-1,Taméz Torres,2019-04-16,Guadalupe,MX,0,,,1
10264629,Infrared heat lamp assembly,2019-04-16,Juarez,MX,German,2015-06-02,fl:ge_ln:calvo-1,Calvo,2019-04-16,Juarez,MX,2,,,2
10264629,Infrared heat lamp assembly,2019-04-16,El Paso,US,Arturo,2015-06-02,fl:ar_ln:desantiago-1,DeSantiago,2019-04-16,El Paso,US,0,TX,48,2
10264629,Infrared heat lamp assembly,2019-04-16,Juarez,MX,Alfonso,2015-06-02,fl:al_ln:barrios-1,Barrios,2023-10-31,Miami,US,1,,,5
10264692,Protective casing for an electrical energy reader including a glass lens,2019-04-16,Cadereyta Jiménez,MX,Jesus,2019-04-16,fl:je_ln:garzaleal-1,Garza Leal,2019-04-16,Cadereyta Jiménez,MX,0,,,1
10264778,Manual sprayer to prevent fluid leakage,2019-04-23,Lagos de Moreno,MX,Pedro,2012-12-18,fl:pe_ln:wirzluchsinger-1,Wirz Luchsinger,2023-12-19,Lagos de Moreno,MX,0,,,9
10266181,Tire blowout control,2019-04-23,Suchiapa,MX,Zaid Moises,2019-04-23,fl:za_ln:moralesmartinez-1,Morales Martinez,2019-04-23,Suchiapa,MX,1,,,1
10266181,Tire blowout control,2019-04-23,Lunar Lane,MX,Angel,2019-04-23,fl:an_ln:alvarezjaime-1,Alvarez Jaime,2019-04-23,Lunar Lane,MX,0,,,1
10266743,High-performance aqueous-phase polymer fluid for drilling well bores in low-gradient formations,2019-04-23,Suchiapa,MX,Carlos,1988-02-16,fl:ca_ln:hernandez-18,Hernandez,2019-12-31,Hialeah,US,0,,,10
10266784,"Lubricating oil for automotive and industrial applications, containing decorated graphene",2019-04-23,Monterrey,MX,Enrique,2017-06-13,fl:en_ln:gimeneztorres-1,Gimenez Torres,2019-04-23,Monterrey,MX,2,,,2
10266784,"Lubricating oil for automotive and industrial applications, containing decorated graphene",2019-04-23,Monterrey,MX,Edgar David,2017-06-13,fl:ed_ln:ramonraygoza-1,Ramón Raygoza,2019-04-23,Monterrey,MX,0,,,2
10266784,"Lubricating oil for automotive and industrial applications, containing decorated graphene",2019-04-23,Monterrey,MX,Carlos Iván,2017-06-13,fl:ca_ln:riverasolorio-1,Rivera Solorio,2019-04-23,Monterrey,MX,1,,,2
10267070,Glove box assembly with external latch mechanism,2019-04-23,Troy,US,Steven,2009-05-26,fl:st_ln:sic-1,Sic,2023-04-18,Monroe,US,0,MI,26,5
10267070,Glove box assembly with external latch mechanism,2019-04-23,Cuautitlán Izcalli,MX,Adrian,2018-03-06,fl:ad_ln:romeroregalado-1,Romero Regalado,2022-08-30,Cuautitlán Izcalli,MX,1,,,10
10267210,Systems and methods for controlling airflow through a power steering system,2019-04-23,Canton,US,Dale,2005-01-18,fl:da_ln:killins-1,Killins,2021-02-02,Canton,US,2,MI,26,8
10267210,Systems and methods for controlling airflow through a power steering system,2019-04-23,Livonia,US,Darin Charles,2019-04-23,fl:da_ln:petrini-1,Petrini,2021-02-02,Livonia,US,3,MI,26,2
10267210,Systems and methods for controlling airflow through a power steering system,2019-04-23,Atizapán de Zaragoza,MX,Roberto,2018-04-17,fl:ro_ln:villegasmuriel-1,Villegas Muriel,2021-02-02,Atizapán de Zaragoza,MX,0,,,3
10267210,Systems and methods for controlling airflow through a power steering system,2019-04-23,Saline,US,Timothy Gerard,1999-05-18,fl:ti_ln:offerle-1,Offerle,2023-02-14,Saline,US,1,MI,26,28
10267602,Targets and target stands,2019-04-23,San Pedro Garza García,MX,Jose,2019-04-23,fl:jo_ln:lombardaraujo-1,Lombard Araujo,2019-04-23,San Pedro Garza García,MX,2,,,1
10267602,Targets and target stands,2019-04-23,San Nicolás de los Garza,MX,Jorge Luis,2019-04-23,fl:jo_ln:montemayorgarza-1,Montemayor Garza,2019-04-23,San Nicolás de los Garza,MX,4,,,1
10267602,Targets and target stands,2019-04-23,Guadalupe,MX,Luis Alfredo,1991-01-22,fl:lu_ln:montemayoruzeta-1,Montemayor Uzeta,2019-04-23,Guadalupe,MX,3,,,2
10267602,Targets and target stands,2019-04-23,San Pedro Garza García,MX,Jesus,2017-02-14,fl:je_ln:canturueda-1,Cantu Rueda,2019-04-23,San Pedro Garza García,MX,1,,,2
10267602,Targets and target stands,2019-04-23,San Pedro Garza García,MX,Roberto,2015-04-21,fl:ro_ln:carrillofuentevilla-1,Carrillo Fuentevilla,2022-10-04,San Pedro Garza García,MX,0,,,5
10270271,Energy harvesting fabric,2019-04-23,Guadalajara,MX,Hector,2016-03-22,fl:he_ln:cordouriermaruri-1,Cordourier Maruri,2024-01-02,Guadalajara,MX,1,,,35
10270271,Energy harvesting fabric,2019-04-23,Hillsboro,US,Jason A.,2004-03-23,fl:ja_ln:mix-1,Mix,2023-03-21,Portland,US,4,OR,41,9
10270271,Energy harvesting fabric,2019-04-23,Guadalajara,MX,Jose Rodrigo,2012-05-22,fl:jo_ln:camachoperez-2,Camacho Perez,2024-01-02,Guadalajara,MX,0,,,32
10270271,Energy harvesting fabric,2019-04-23,Zapopan,MX,Julio,2018-01-16,fl:ju_ln:zamoraesquivel-1,Zamora Esquivel,2023-11-07,Zapopan,MX,3,,,30
10270271,Energy harvesting fabric,2019-04-23,Tlaquepaque,MX,Paulo,2018-01-16,fl:pa_ln:lopezmeyer-1,Lopez Meyer,2023-08-15,Zapopan,MX,2,,,31
10272742,HVAC systems and methods for controlling zoned interior temperatures of a vehicle including display of thermographic anthropomorphic figures,2019-04-30,Toluca,MX,David,2019-04-30,fl:da_ln:yanezvelazquez-1,Yanez Velazquez,2019-04-30,Toluca,MX,2,,,1
10272742,HVAC systems and methods for controlling zoned interior temperatures of a vehicle including display of thermographic anthropomorphic figures,2019-04-30,Metepec,MX,Jorge Alejandro,2019-04-30,fl:jo_ln:estevezgarcia-1,Estevez Garcia,2019-04-30,Metepec,MX,1,,,1
10272742,HVAC systems and methods for controlling zoned interior temperatures of a vehicle including display of thermographic anthropomorphic figures,2019-04-30,San Mateo Atenco,MX,Hector,2019-04-30,fl:he_ln:chavezhernandez-1,Chavez Hernandez,2021-07-20,Navojoa,MX,0,,,2
10273650,Work vehicle with latching carrier for attachments,2019-04-30,Monterrey,MX,Diego Adrian,2014-03-18,fl:di_ln:villarreal-1,Villarreal,2020-02-25,Monterrey,MX,0,,,6
10274012,Anti-titling thrust cage,2019-04-30,Puebla,MX,Alicia Vidal,2019-04-30,fl:al_ln:ortiz-2,Ortiz,2020-04-28,Puebla,MX,1,,,2
10274012,Anti-titling thrust cage,2019-04-30,Charlotte,US,Neil,2017-01-10,fl:ne_ln:hoan-1,Hoan,2019-04-30,Charlotte,US,0,NC,37,2
10274265,Spiral wound cross-flow heat exchanger,2019-04-30,Querétaro,MX,Ricardo Arturo,2017-10-31,fl:ri_ln:gutierrezespinosa-1,Gutierrez Espinosa,2019-04-30,Querétaro,MX,1,,,2
10274265,Spiral wound cross-flow heat exchanger,2019-04-30,Amherst,US,Michael Thomas,2014-07-01,fl:mi_ln:kenworthy-3,Kenworthy,2024-02-06,Beavercreek,US,0,OH,39,28
10278793,Orthodontic indirect bonding tray including stabilization features,2019-05-07,San Pedro Garza García,MX,Roberto,2015-04-21,fl:ro_ln:carrillofuentevilla-1,Carrillo Fuentevilla,2022-10-04,San Pedro Garza García,MX,1,,,5
10278793,Orthodontic indirect bonding tray including stabilization features,2019-05-07,San Pedro Garza García,MX,Roberto J.,2015-04-21,fl:ro_ln:carrillogonzalez-1,Carrillo Gonzalez,2022-10-04,San Pedro Garza García,MX,0,,,4
10279753,Retractable electronic device holder,2019-05-07,Mexico City,MX,David K.,2019-05-07,fl:da_ln:gonzalezbojorges-1,Gonzalez Bojorges,2023-04-18,Mexico City,MX,3,,,3
10279753,Retractable electronic device holder,2019-05-07,Temascalcingo,MX,Moises,2019-05-07,fl:mo_ln:aguirrehernandez-1,Aguirre Hernandez,2019-05-07,Temascalcingo,MX,0,,,1
10279753,Retractable electronic device holder,2019-05-07,Ocoyoacac,MX,Santiago Manuel,2017-04-04,fl:sa_ln:parrabecerra-1,Parra Becerra,2020-10-20,Ciudad del Carmen,MX,2,,,6
10279753,Retractable electronic device holder,2019-05-07,Santiago Yancuitlalpan,MX,Leonardo Alonso,2019-01-22,fl:le_ln:huitron-1,Huitron,2023-10-24,Juarez,MX,1,,,8
10280366,White light emitting material and method of preparation and uses thereof,2019-05-07,Mexico City,MX,Guillermo,2019-05-07,fl:gu_ln:santanarodriguez-1,Santana Rodriguez,2019-05-07,Mexico City,MX,4,,,1
10280366,White light emitting material and method of preparation and uses thereof,2019-05-07,San Luis Potosí,MX,Alejando Ricardo,2019-05-07,fl:al_ln:fematflores-3,Femat Flores,2019-05-07,San Luis Potosí,MX,0,,,1
10280366,White light emitting material and method of preparation and uses thereof,2019-05-07,San Luis Potosí,MX,David,2010-04-13,fl:da_ln:riosjara-1,Rios Jara,2019-05-07,San Luis Potosí,MX,1,,,2
10280366,White light emitting material and method of preparation and uses thereof,2019-05-07,Copoya,MX,Larissa,2019-05-07,fl:la_ln:alexandrova-1,Alexandrova,2019-05-07,Copoya,MX,2,,,1
10280366,White light emitting material and method of preparation and uses thereof,2019-05-07,Copoya,MX,César Augusto,2019-05-07,fl:ce_ln:fernandezgijon-1,Fernández Gijón,2019-05-07,Copoya,MX,3,,,1
10280481,Method for bioleaching and solvent extraction with selective recovery of copper and zinc from polymetal concentrates of sulfides,2019-05-07,Querétaro,MX,Ulises,2016-11-22,fl:ul_ln:montervalenzuela-1,Monter-Valenzuela,2019-05-07,Querétaro,MX,4,,,2
10280481,Method for bioleaching and solvent extraction with selective recovery of copper and zinc from polymetal concentrates of sulfides,2019-05-07,Querétaro,MX,Belisario,2016-11-22,fl:be_ln:sanchezvazquez-1,Sanchez-Vazquez,2019-05-07,Querétaro,MX,0,,,2
10280481,Method for bioleaching and solvent extraction with selective recovery of copper and zinc from polymetal concentrates of sulfides,2019-05-07,Querétaro,MX,Francisco,2016-11-22,fl:fr_ln:estradadelossantos-1,Estrada-De Los Santos,2019-05-07,Querétaro,MX,1,,,2
10280481,Method for bioleaching and solvent extraction with selective recovery of copper and zinc from polymetal concentrates of sulfides,2019-05-07,Querétaro,MX,Eric David,2016-11-22,fl:er_ln:buendiacachu-1,Buendia-Cachu,2019-05-07,Querétaro,MX,3,,,2
